País,Producto,Elemento,Año,Valor,Z_score
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),1992,1212189.1,41.06942
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2022,1166065.8,39.502193
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2018,1140864.1,38.645866
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),1993,1124814.0,38.1005
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2021,1118450.1,37.88426
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2019,1096044.6,37.12294
Federación de Rusia,Energía,Emisiones (CO2),1992,1082600.9,36.666134
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2020,1077339.5,36.48736
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2017,1067254.5,36.14468
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2012,1051766.1,35.6184
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2016,1035891.3,35.078987
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2011,1034638.2,35.036407
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2014,1020235.75,34.547028
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2015,1016175.75,34.409073
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2013,1013758.7,34.326942
Federación de Rusia,Energía,Emisiones (CO2),2022,1006354.6,34.07536
Federación de Rusia,Energía,Emisiones (CO2),1993,1003231.6,33.969242
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),1994,1000332.5,33.870735
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2008,998636.25,33.813095
Federación de Rusia,Energía,Emisiones (CO2),2018,984447.1,33.330963
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2010,978157.94,33.117264
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2006,972295.25,32.918056
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2007,971810.7,32.90159
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),1995,964757.06,32.661915
Federación de Rusia,Energía,Emisiones (CO2),2021,955315.75,32.341106
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2005,947839.44,32.08707
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),1996,946062.94,32.026707
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2004,940922.2,31.852028
Federación de Rusia,Energía,Emisiones (CO2),2019,933920.44,31.614115
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2003,929668.3,31.469631
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2009,928132.75,31.417454
Federación de Rusia,Energía,Emisiones (CO2),2020,923261.3,31.251928
Federación de Rusia,Energía,Emisiones (CO2),2017,917949.75,31.071445
Federación de Rusia,Energía,Emisiones (CO2),2012,916998.1,31.03911
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2001,906287.4,30.675169
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2000,904375.8,30.610216
Federación de Rusia,Energía,Emisiones (CO2),2011,904198.6,30.604197
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),2002,898271.1,30.402784
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),1997,897409.56,30.37351
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),1999,896726.0,30.350283
Federación de Rusia,Energía,Emisiones (CO2),2016,894035.44,30.25886
Federación de Rusia,Energía,Emisiones (CO2),1994,887950.7,30.052107
Federación de Rusia,Energía,Emisiones (CO2),2014,884402.6,29.931547
Federación de Rusia,Energía,Emisiones (CO2),2013,878300.4,29.724197
Federación de Rusia,Energía,Emisiones (CO2),2015,878284.6,29.723663
Federación de Rusia,Energía,Emisiones (CO2eq) (AR5),1998,877212.44,29.687231
Federación de Rusia,Energía,Emisiones (CO2),2008,871781.0,29.502676
Federación de Rusia,Energía,Emisiones (CO2),1995,854663.1,28.921026
Federación de Rusia,Energía,Emisiones (CO2),2010,850371.56,28.775204
Federación de Rusia,Energía,Emisiones (CO2),2006,848513.94,28.712082
Federación de Rusia,Energía,Emisiones (CO2),2007,845824.75,28.620707
Federación de Rusia,Energía,Emisiones (CO2),1996,840111.56,28.426579
Federación de Rusia,Energía,Emisiones (CO2),2005,826735.2,27.972061
Federación de Rusia,Energía,Emisiones (CO2),2004,823375.25,27.857893
Federación de Rusia,Energía,Emisiones (CO2),2003,815981.25,27.606653
Federación de Rusia,Energía,Emisiones (CO2),2009,808760.7,27.361305
Federación de Rusia,Energía,Emisiones (CO2),2000,798794.0,27.022646
Federación de Rusia,Energía,Emisiones (CO2),2001,797672.06,26.984524
Federación de Rusia,Energía,Emisiones (CO2),1997,795212.44,26.900948
Federación de Rusia,Energía,Emisiones (CO2),1999,792449.56,26.807068
Federación de Rusia,Energía,Emisiones (CO2),2002,789807.4,26.717289
Federación de Rusia,Energía,Emisiones (CO2),1998,776564.94,26.267324
Ucrania,Energía,Emisiones (CO2eq) (AR5),1992,365195.66,12.289384
Ucrania,Energía,Emisiones (CO2),1992,341008.5,11.467527
Ucrania,Energía,Emisiones (CO2eq) (AR5),1993,317621.97,10.672875
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,312765.88,10.50787
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2021,297491.47,9.98886
Ucrania,Energía,Emisiones (CO2),1993,294969.97,9.903182
Asia central,Energía,Emisiones (CO2eq) (AR5),2013,288038.8,9.667667
Asia central,Energía,Emisiones (CO2eq) (AR5),2011,286790.7,9.6252575
Asia central,Energía,Emisiones (CO2eq) (AR5),2017,285487.44,9.580975
Asia central,Energía,Emisiones (CO2eq) (AR5),2012,284177.8,9.536474
Asia central,Energía,Emisiones (CO2eq) (AR5),2008,279567.53,9.379822
Asia central,Energía,Emisiones (CO2eq) (AR5),2016,276850.2,9.287489
Asia central,Energía,Emisiones (CO2eq) (AR5),2018,273485.1,9.173146
Asia central,Energía,Emisiones (CO2eq) (AR5),2014,272555.53,9.141561
Asia central,Energía,Emisiones (CO2eq) (AR5),2022,271816.22,9.116439
Asia central,Energía,Emisiones (CO2eq) (AR5),2021,270460.16,9.070361
Asia central,Energía,Emisiones (CO2eq) (AR5),2019,270103.78,9.058252
Asia central,Energía,Emisiones (CO2eq) (AR5),2010,268421.38,9.001085
Asia central,Energía,Emisiones (CO2eq) (AR5),2015,268212.84,8.9939995
Ucrania,Energía,Emisiones (CO2eq) (AR5),1995,267925.38,8.984232
Asia central,Energía,Emisiones (CO2eq) (AR5),1992,265167.5,8.890522
Asia central,Energía,Emisiones (CO2eq) (AR5),2007,263998.72,8.850808
Ucrania,Energía,Emisiones (CO2eq) (AR5),1994,259938.95,8.712861
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1992,257966.25,8.64583
Asia central,Energía,Emisiones (CO2eq) (AR5),2020,256949.6,8.611285
Asia central,Energía,Emisiones (CO2eq) (AR5),2006,254119.58,8.515124
Ucrania,Energía,Emisiones (CO2),1995,249166.4,8.34682
Asia central,Energía,Emisiones (CO2eq) (AR5),2009,246588.48,8.259225
Federación de Rusia,Suelos agrícolas,Emisiones (CO2),2022,242289.64,8.113154
Asia central,Energía,Emisiones (CO2eq) (AR5),1993,240872.83,8.065012
Ucrania,Energía,Emisiones (CO2),1994,240648.72,8.057397
Ucrania,Energía,Emisiones (CO2eq) (AR5),1996,239484.05,8.017822
Asia central,Energía,Emisiones (CO2eq) (AR5),2005,237057.27,7.935363
Asia central,Energía,Emisiones (CO2eq) (AR5),2004,236196.33,7.906109
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1993,233965.38,7.830303
Asia central,Energía,Emisiones (CO2),2011,233023.12,7.7982864
Asia central,Energía,Emisiones (CO2),2017,229977.47,7.694798
Asia central,Energía,Emisiones (CO2),2013,229938.83,7.6934853
Asia central,Energía,Emisiones (CO2),2012,227574.0,7.6131306
Asia central,Energía,Emisiones (CO2eq) (AR5),1994,224925.61,7.5231404
Asia central,Energía,Emisiones (CO2),2016,223745.55,7.483043
Ucrania,Energía,Emisiones (CO2),1996,223614.86,7.4786024
Asia central,Energía,Emisiones (CO2),2008,223405.67,7.4714947
Asia central,Energía,Emisiones (CO2),1992,222700.17,7.447522
Federación de Rusia,Suelos agrícolas,Emisiones (CO2),1992,222660.81,7.446185
Federación de Rusia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1992,222618.33,7.4447412
Federación de Rusia,Suelos agrícolas,Emisiones (CO2),2021,219917.73,7.3529778
Asia central,Energía,Emisiones (CO2),2010,219280.77,7.331334
Asia central,Energía,Emisiones (CO2),2022,217767.4,7.2799115
Asia central,Energía,Emisiones (CO2),2014,215983.94,7.219311
Asia central,Energía,Emisiones (CO2),2021,215964.44,7.2186484
Asia central,Energía,Emisiones (CO2),2015,215181.98,7.1920614
Asia central,Energía,Emisiones (CO2eq) (AR5),2003,214559.55,7.170912
Asia central,Energía,Emisiones (CO2),2018,214302.16,7.1621656
Asia central,Energía,Emisiones (CO2),2007,213059.92,7.1199555
Asia central,Energía,Emisiones (CO2),2019,212009.38,7.084259
Federación de Rusia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1993,208560.83,6.9670806
Ucrania,Energía,Emisiones (CO2eq) (AR5),2003,207760.22,6.939877
Asia central,Energía,Emisiones (CO2eq) (AR5),2002,207139.81,6.918796
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,207078.45,6.9167113
Ucrania,Energía,Emisiones (CO2eq) (AR5),1997,204202.61,6.8189926
Asia central,Energía,Emisiones (CO2),2020,202537.42,6.762411
Asia central,Energía,Emisiones (CO2),2006,202518.66,6.7617736
Ucrania,Energía,Emisiones (CO2eq) (AR5),2004,202496.97,6.7610364
Ucrania,Energía,Emisiones (CO2eq) (AR5),1999,201114.92,6.714076
Asia central,Energía,Emisiones (CO2),2009,200330.67,6.687428
Asia central,Energía,Emisiones (CO2eq) (AR5),1995,200211.19,6.6833677
Asia central,Energía,Emisiones (CO2eq) (AR5),2001,199738.98,6.667323
Ucrania,Energía,Emisiones (CO2eq) (AR5),1998,199039.58,6.6435575
Asia central,Energía,Emisiones (CO2),1993,198698.22,6.6319585
Ucrania,Energía,Emisiones (CO2eq) (AR5),2005,198588.44,6.628228
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,197067.98,6.576565
Ucrania,Energía,Emisiones (CO2eq) (AR5),2000,196165.55,6.545901
Federación de Rusia,Suelos agrícolas,Emisiones (CO2),1993,195683.7,6.529528
Asia central,Energía,Emisiones (CO2eq) (AR5),2000,193623.02,6.459508
Ucrania,Energía,Emisiones (CO2eq) (AR5),2001,192679.31,6.427442
Asia central,Energía,Emisiones (CO2),1994,191270.12,6.379559
Ucrania,Energía,Emisiones (CO2eq) (AR5),2006,190923.7,6.367788
Ucrania,Energía,Emisiones (CO2eq) (AR5),2002,190706.0,6.3603907
Asia central,Energía,Emisiones (CO2),2004,190675.58,6.359357
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1994,190313.31,6.3470473
Ucrania,Energía,Emisiones (CO2),2003,189788.7,6.3292217
Ucrania,Energía,Emisiones (CO2eq) (AR5),2007,188701.5,6.2922797
Ucrania,Energía,Emisiones (CO2),1997,188193.69,6.2750244
Asia central,Energía,Emisiones (CO2),2005,188044.16,6.2699437
Federación de Rusia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1994,187903.1,6.2651505
Asia central,Energía,Emisiones (CO2eq) (AR5),1996,187885.81,6.264563
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,187623.2,6.25564
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,185173.02,6.172385
Ucrania,Energía,Emisiones (CO2),1999,184585.48,6.1524215
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),1992,184562.23,6.1516314
Asia central,Energía,Emisiones (CO2eq) (AR5),1998,184311.31,6.143105
Ucrania,Energía,Emisiones (CO2),2004,184282.45,6.1421247
Ucrania,Energía,Emisiones (CO2eq) (AR5),2008,184136.58,6.137168
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1994,184055.52,6.1344132
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,183894.48,6.1289415
Asia central,Energía,Emisiones (CO2eq) (AR5),1999,183438.78,6.113457
Ucrania,Energía,Emisiones (CO2),1998,183118.78,6.102584
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),1993,182647.42,6.086568
Federación de Rusia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1992,181296.62,6.040669
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,180497.72,6.013523
Ucrania,Energía,Emisiones (CO2eq) (AR5),2010,180196.52,6.0032883
Ucrania,Energía,Emisiones (CO2),2005,179810.44,5.9901695
Ucrania,Energía,Emisiones (CO2),2000,179599.05,5.982987
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,179312.66,5.9732556
Ucrania,Energía,Emisiones (CO2eq) (AR5),2012,178951.42,5.9609814
Asia central,Energía,Emisiones (CO2eq) (AR5),1997,176454.77,5.8761473
Ucrania,Energía,Emisiones (CO2),2001,175803.33,5.854012
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),1994,174414.95,5.806836
Ucrania,Energía,Emisiones (CO2eq) (AR5),2011,173839.55,5.7872844
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1995,173383.83,5.7717996
Federación de Rusia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1993,173222.39,5.766314
Ucrania,Energía,Emisiones (CO2),2002,173173.97,5.764669
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,172121.84,5.7289186
Ucrania,Energía,Emisiones (CO2),2006,172040.31,5.726148
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1995,171149.97,5.695895
Asia central,Energía,Emisiones (CO2),2003,169749.56,5.6483107
Asia central,Energía,Emisiones (CO2),1995,169341.7,5.634452
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1996,168396.27,5.602327
Ucrania,Energía,Emisiones (CO2),2007,168361.4,5.6011424
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,167911.06,5.58584
Federación de Rusia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1995,167601.42,5.575319
Ucrania,Energía,Emisiones (CO2eq) (AR5),2013,166521.4,5.538621
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,165224.06,5.4945383
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2012,164172.33,5.4588017
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,164125.39,5.4572067
Asia central,Energía,Emisiones (CO2),2002,163675.55,5.441921
Ucrania,Energía,Emisiones (CO2),2008,163339.64,5.4305077
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),1995,162432.66,5.399689
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,162422.42,5.3993416
Federación de Rusia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1994,161666.8,5.373666
Asia central,Energía,Emisiones (CO2),2001,160768.12,5.34313
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2011,160512.83,5.334455
Ucrania,Energía,Emisiones (CO2),2010,160504.86,5.334184
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,159164.7,5.288647
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1996,158558.89,5.268062
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2010,158312.2,5.25968
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2020,158203.58,5.255989
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,158174.81,5.2550116
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2008,157908.25,5.245954
Ucrania,Energía,Emisiones (CO2eq) (AR5),2009,157678.05,5.238132
Asia central,Energía,Emisiones (CO2),2000,157069.52,5.2174544
Kazajstán,Energía,Emisiones (CO2eq) (AR5),1992,157009.94,5.2154303
Ucrania,Energía,Emisiones (CO2),2012,156808.94,5.2086005
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2020,156177.17,5.187134
Asia central,Energía,Emisiones (CO2),1996,156035.4,5.182317
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2019,155870.69,5.1767197
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,155673.72,5.170027
Asia central,Energía,Emisiones (CO2),1998,155489.62,5.1637716
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2021,155347.22,5.1589327
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),1996,155252.16,5.1557026
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2022,154722.1,5.1376915
Federación de Rusia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1996,154704.95,5.1371093
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2003,153654.33,5.10141
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2011,153541.94,5.097591
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2017,153481.92,5.0955515
Asia central,Energía,Emisiones (CO2),1999,153404.27,5.092913
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2007,153294.05,5.0891676
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2018,153203.16,5.0860796
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2013,153185.23,5.0854707
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1997,153014.8,5.079679
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,152651.34,5.0673294
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2006,152017.77,5.045801
Ucrania,Energía,Emisiones (CO2),2011,151673.94,5.034118
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2009,151067.88,5.0135245
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2004,151064.88,5.0134225
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2005,150498.84,4.9941893
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,150294.1,4.987232
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1998,150183.45,4.983473
Asia central,Energía,Emisiones (CO2),1997,148538.58,4.9275813
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2002,147788.1,4.9020805
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2000,147451.42,4.8906407
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2010,147063.95,4.8774753
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2012,146695.22,4.864946
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),1997,146305.22,4.851694
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2001,146302.88,4.8516145
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1999,145993.22,4.8410926
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,145748.0,4.8327603
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2017,145524.0,4.825149
Federación de Rusia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,144587.03,4.7933116
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2016,143893.98,4.7697625
Ucrania,Energía,Emisiones (CO2),2013,143647.8,4.7613974
Federación de Rusia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1995,143153.5,4.7446017
Federación de Rusia,Suelos agrícolas,Emisiones (CO2),1994,142346.2,4.7171702
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2014,141354.89,4.6834865
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2016,140405.12,4.6512146
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),1998,140207.62,4.6445036
Federación de Rusia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1997,139918.6,4.6346827
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2018,139803.38,4.6307673
Ucrania,Energía,Emisiones (CO2eq) (AR5),2014,139162.92,4.6090055
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2011,138624.84,4.590722
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,138424.78,4.5839243
Federación de Rusia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,138280.34,4.579016
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2008,138241.75,4.577705
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),1999,138124.23,4.573712
Federación de Rusia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,137875.12,4.5652475
Ucrania,Energía,Emisiones (CO2),2009,137845.92,4.564255
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2015,137463.7,4.5512676
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2014,136815.0,4.5292253
Kazajstán,Energía,Emisiones (CO2),1992,136080.98,4.5042844
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2012,135941.6,4.499548
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2015,135825.7,4.49561
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2000,135242.0,4.475776
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,134256.36,4.442285
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2007,134210.2,4.4407167
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1997,134033.4,4.434709
Etiopía,IPCC Agricultura,Emisiones (CO2eq) (AR5),2020,133809.22,4.4270916
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2019,133722.56,4.424147
Kazajstán,Energía,Emisiones (CO2),2011,133706.7,4.4236083
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2021,133494.34,4.4163923
Kazajstán,Energía,Emisiones (CO2),2017,133489.89,4.416241
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2013,133216.84,4.4069633
Kazajstán,Energía,Emisiones (CO2eq) (AR5),1993,132687.9,4.3889904
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2022,132579.86,4.385319
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,132138.42,4.3703194
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,132067.62,4.3679137
Kazajstán,Energía,Emisiones (CO2),2013,131830.47,4.3598557
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2008,131621.98,4.3527713
Federación de Rusia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,131513.92,4.3490996
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2012,131190.45,4.3381085
Asia central,Suelos agrícolas,Emisiones (CO2eq) (AR5),2017,130533.16,4.315774
Federación de Rusia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1996,129982.47,4.297062
Federación de Rusia,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1994,129448.21,4.2789087
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2009,129183.52,4.2699146
Asia central,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,129032.4,4.2647796
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2001,128899.18,4.260253
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2010,128855.03,4.258753
Asia central,Suelos agrícolas,Emisiones (CO2eq) (AR5),2021,128446.695,4.244878
Etiopía,IPCC Agricultura,Emisiones (CO2eq) (AR5),2022,128366.766,4.242162
Ucrania,Energía,Emisiones (CO2eq) (AR5),2018,128361.75,4.2419915
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2003,127882.27,4.2256994
Kazajstán,Energía,Emisiones (CO2),2010,127743.36,4.220979
Federación de Rusia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1998,127583.35,4.2155423
Etiopía,IPCC Agricultura,Emisiones (CO2eq) (AR5),2021,126804.555,4.1890798
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2007,126645.23,4.1836658
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2011,126546.68,4.1803174
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2009,126471.67,4.1777687
Etiopía,IPCC Agricultura,Emisiones (CO2eq) (AR5),2019,126325.34,4.1727967
Asia central,Suelos agrícolas,Emisiones (CO2eq) (AR5),2019,126197.195,4.1684422
Etiopía,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2020,126182.21,4.167933
Kazajstán,Energía,Emisiones (CO2),2016,126048.98,4.163406
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2002,125965.664,4.160575
Kazajstán,Energía,Emisiones (CO2),2012,125693.62,4.151331
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2006,125565.73,4.1469855
Asia central,Suelos agrícolas,Emisiones (CO2eq) (AR5),2018,125241.05,4.135953
Asia central,Suelos agrícolas,Emisiones (CO2eq) (AR5),2016,124639.79,4.115523
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2010,124354.37,4.1058245
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2018,124183.09,4.1000047
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2005,124138.79,4.0984993
Asia central,Suelos agrícolas,Emisiones (CO2eq) (AR5),2013,123538.08,4.078088
Kazajstán,Energía,Emisiones (CO2eq) (AR5),1994,123465.17,4.0756106
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2020,123381.54,4.0727687
Kazajstán,Energía,Emisiones (CO2eq) (AR5),2006,123335.0,4.0711875
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,122643.28,4.0476837
Federación de Rusia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1994,122620.05,4.046894
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2008,122579.836,4.0455275
Asia central,Suelos agrícolas,Emisiones (CO2eq) (AR5),2020,122547.64,4.0444336
Federación de Rusia,Otro,Emisiones (CO2eq) (AR5),2004,122510.086,4.0431576
Federación de Rusia,Energía,Emisiones (CO2eq) proveniente de CH4 (AR5),2007,121791.32,4.0187345
Asia central,Suelos agrícolas,Emisiones (CO2eq) (AR5),2012,121739.81,4.0169845
Asia central,Suelos agrícolas,Emisiones (CO2eq) (AR5),2011,121686.586,4.015176
Federación de Rusia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1999,121487.836,4.0084224
Ucrania,Energía,Emisiones (CO2eq) (AR5),2015,121349.35,4.003717
